Well_Name,Program,Expedition,Site,Hole,Oceanic_Region,Longitude,Latitude,Spud_Date,Completion_Date,Water_Depth_(m),Number_of_Cores,Total_Penetration_(mbsf),Interval_Cored_(m),Core_Recovered_(m),%_Recovered,Reported_Age_of_Oldest_Sediment_Recovered,Oldest_Sediment_Lithology,Oldest_Sediment_Subbottom_Depth,EGI_Synthesized,Well_Logging,Data_Source,depth_age_model_page_from_data_source,Lithology,Paleowater_depth,Depth_Age_model,fossil_zones
ODP 160-967D,ODP,160,967,D,Mediterranean Sea - Eastern Basin,32.7255,34.0709,"Apr 3, 1995","Apr 3, 1995",2551.6,2,16.2,16.2,9.81,104.2592593,Pleistocene,nannofossil ooze and clay,16.2,,,http://www-odp.tamu.edu/publications/160_IR/VOLUME/CHAPTERS/ir160_08.pdf,"28, 32",1,0,1,1
ODP 160-967E,ODP,160,967,E,Mediterranean Sea - Eastern Basin,32.7254,34.0684,"Apr 3, 1995","Apr 9, 1995",2552.7,51,600.3,488.4,208.23,14.80753481,NA,calcarenite,600.3,,,http://www-odp.tamu.edu/publications/160_IR/VOLUME/CHAPTERS/ir160_08.pdf,"28, 33",1,0,1,1
ODP 160-967F,ODP,160,967,F,Mediterranean Sea - Eastern Basin,32.7255,34.0708,"Apr 3, 1995","Apr 3, 1995",2551.6,1,9.5,9.5,199.85,103.8947368,Pleistocene,nannofossil ooze,9.5,,,http://www-odp.tamu.edu/publications/160_IR/VOLUME/CHAPTERS/ir160_08.pdf,"28, 34",1,0,1,1
ODP 160-968A,ODP,160,968,A,Mediterranean Sea - Eastern Basin,32.7511,34.3317,"Apr 9, 1995","Apr 12, 1995",1961,34,302.7,302.7,170.49,79.79187314,NA,calcareous silts and clay,302.7,,,http://www-odp.tamu.edu/publications/160_IR/VOLUME/CHAPTERS/ir160_09.pdf,15,1,0,1,1
ODP 160-968B,ODP,160,968,B,Mediterranean Sea - Eastern Basin,32.7512,34.332,"Apr 12, 1995","Apr 12, 1995",1962.6,2,14.9,14.9,9.92,103.6912752,Pleistocene,nannofossil clay,14.9,,,http://www-odp.tamu.edu/publications/160_IR/VOLUME/CHAPTERS/ir160_09.pdf,15,1,0,1,1
ODP 160-968C,ODP,160,968,C,Mediterranean Sea - Eastern Basin,32.7535,34.3329,"Apr 12, 1995","Apr 13, 1995",1964.1,2,15.4,15.4,298.98,102.2727273,Pleistocene,nannofossil clay,15.4,,,http://www-odp.tamu.edu/publications/160_IR/VOLUME/CHAPTERS/ir160_09.pdf,15,1,0,1,1
ODP 160-969A,ODP,160,969,A,Mediterranean Sea - Eastern Basin,24.8844,33.84,"Apr 14, 1995","Apr 15, 1995",2200.3,13,108.3,108.3,307.66,102.8808864,NA,calcareous silty clay,108.3,,,http://www-odp.tamu.edu/publications/160_IR/VOLUME/CHAPTERS/ir160_10.pdf,"22, 24",1,0,1,1
ODP 160-969B,ODP,160,969,B,Mediterranean Sea - Eastern Basin,24.883,33.8411,"Apr 15, 1995","Apr 15, 1995",2202.1,11,97.9,97.9,157.03,102.308478,early Pliocene,clayey nannofossil ooze,97.9,,,http://www-odp.tamu.edu/publications/160_IR/VOLUME/CHAPTERS/ir160_10.pdf,"22, 25",1,0,1,1
ODP 160-969C,ODP,160,969,C,Mediterranean Sea - Eastern Basin,24.8834,33.8387,"Apr 15, 1995","Apr 15, 1995",2195.5,1,9.5,9.5,5.92,105.0526316,Pleistocene,nannofossil ooze,9.5,,,http://www-odp.tamu.edu/publications/160_IR/VOLUME/CHAPTERS/ir160_10.pdf,"22, 26",1,0,1,1
ODP 160-969D,ODP,160,969,D,Mediterranean Sea - Eastern Basin,24.8833,33.8387,"Apr 15, 1995","Apr 16, 1995",2192.1,13,116.2,116.2,535.54,102.0137694,early Pliocene,nannofossil clay,116.2,,,http://www-odp.tamu.edu/publications/160_IR/VOLUME/CHAPTERS/ir160_10.pdf,"22, 27",1,0,1,1
ODP 160-969E,ODP,160,969,E,Mediterranean Sea - Eastern Basin,24.883,33.841,"Apr 16, 1995","Apr 16, 1995",2201.1,11,97.9,97.9,340.16,102.3799796,NA,nannofossil clay,97.9,,,http://www-odp.tamu.edu/publications/160_IR/VOLUME/CHAPTERS/ir160_10.pdf,"22, 28",1,0,1,1
ODP 160-969F,ODP,160,969,F,Mediterranean Sea - Eastern Basin,24.8827,33.8413,"Apr 16, 1995","Apr 16, 1995",2198.5,2,19,19,30.79,102.4210526,Pleistocene,nannofossil ooze,19,,,http://www-odp.tamu.edu/publications/160_IR/VOLUME/CHAPTERS/ir160_10.pdf,"22, 29",1,0,1,1
ODP 160-970A,ODP,160,970,A,Mediterranean Sea - Eastern Basin,24.802,33.7366,"Apr 17, 1995","Apr 19, 1995",2075.5,22,201.4,201.4,64.85,25.05958292,late Pliocene,"nannofossil clay, gravel, sand, and mud",201.4,,,http://www-odp.tamu.edu/publications/160_IR/VOLUME/CHAPTERS/ir160_11.pdf,,1,0,0,1
ODP 160-970B,ODP,160,970,B,Mediterranean Sea - Eastern Basin,24.8116,33.7369,"Apr 19, 1995","Apr 19, 1995",2078.6,5,47.5,47.5,545.49,102.4842105,early Pleistocene,nannofossil ooze,47.5,,,http://www-odp.tamu.edu/publications/160_IR/VOLUME/CHAPTERS/ir160_11.pdf,,1,0,0,1
ODP 160-970C,ODP,160,970,C,Mediterranean Sea - Eastern Basin,24.7909,33.7356,"Apr 19, 1995","Apr 20, 1995",2036.9,5,35.6,35.6,406.66,47.66853933,NA,matrix-supported clast-rich debris-flow deposits,35.6,,,http://www-odp.tamu.edu/publications/160_IR/VOLUME/CHAPTERS/ir160_11.pdf,,1,0,0,1
ODP 160-970D,ODP,160,970,D,Mediterranean Sea - Eastern Basin,24.7769,33.734,"Apr 20, 1995","Apr 20, 1995",1953.3,5,42.8,42.8,583.14,103.2476636,NA,matrix-supported clast-rich debris-flow deposits,42.8,,,http://www-odp.tamu.edu/publications/160_IR/VOLUME/CHAPTERS/ir160_11.pdf,,1,0,0,1
ODP 160-971A,ODP,160,971,A,Mediterranean Sea - Eastern Basin,24.7136,33.7032,"Apr 20, 1995","Apr 21, 1995",2026.1,12,105.9,105.9,219.56,55.47686497,late Pliocene,nannofossil ooze,105.9,,,http://www-odp.tamu.edu/publications/160_IR/VOLUME/CHAPTERS/ir160_12.pdf,,1,0,0,1
ODP 160-971B,ODP,160,971,B,Mediterranean Sea - Eastern Basin,24.7018,33.7136,"Apr 21, 1995","Apr 23, 1995",2140.9,22,203.5,203.5,220.23,31.54299754,Pleistocene,debris-flow deposits,203.5,,,http://www-odp.tamu.edu/publications/160_IR/VOLUME/CHAPTERS/ir160_12.pdf,,1,0,0,1
ODP 160-971C,ODP,160,971,C,Mediterranean Sea - Eastern Basin,24.7018,33.7136,"Apr 23, 1995","Apr 23, 1995",2140.9,2,16.7,16.7,117.62,103.2934132,late Pleistocene,nannofossil clay,16.7,,,http://www-odp.tamu.edu/publications/160_IR/VOLUME/CHAPTERS/ir160_12.pdf,,1,0,0,1
ODP 160-971D,ODP,160,971,D,Mediterranean Sea - Eastern Basin,24.6879,33.724,"Apr 23, 1995","Apr 24, 1995",1933.1,5,46,46,122.48,103.2608696,Pleistocene,silty clay,46,,,http://www-odp.tamu.edu/publications/160_IR/VOLUME/CHAPTERS/ir160_12.pdf,,1,0,0,1
ODP 160-971E,ODP,160,971,E,Mediterranean Sea - Eastern Basin,24.6807,33.727,"Apr 24, 1995","Apr 25, 1995",1943.6,3,28.5,28.5,126.61,103.5789474,Pleistocene,silty clay,28.5,,,http://www-odp.tamu.edu/publications/160_IR/VOLUME/CHAPTERS/ir160_12.pdf,,1,0,0,1
ODP 160-972A,ODP,160,972,A,Mediterranean Sea - Eastern Basin,18.7252,35.7799,N/A,"Apr 26, 1995",3930.6,10,95.4,95.4,327.51,98.05031447,late Pliocene,nannofossil clay,95.4,,,http://www-odp.tamu.edu/publications/160_IR/VOLUME/CHAPTERS/ir160_13.pdf,,1,0,0,1
ODP 160-972B,ODP,160,972,B,Mediterranean Sea - Eastern Basin,18.7254,35.78,"Apr 26, 1995","Apr 26, 1995",3930.6,1,0,0,227.29,N/A,NA,,N/A,,,http://www-odp.tamu.edu/publications/160_IR/VOLUME/CHAPTERS/ir160_13.pdf,,1,0,0,1
ODP 160-973A,ODP,160,973,A,Mediterranean Sea - Eastern Basin,18.9481,35.7803,N/A,"Apr 29, 1995",3695,17,148.5,148.5,293.81,58.43771044,early Pliocene,clayey calcareous siltstone,148.5,,,http://www-odp.tamu.edu/publications/160_IR/VOLUME/CHAPTERS/ir160_14.pdf,17,1,0,1,1
ODP 160-973B,ODP,160,973,B,Mediterranean Sea - Eastern Basin,18.9481,35.7802,"Apr 27, 1995","Apr 27, 1995",3698.5,1,9.5,9.5,253.23,101.2631579,Pleistocene,nannofossil ooze,9.5,,,http://www-odp.tamu.edu/publications/160_IR/VOLUME/CHAPTERS/ir160_14.pdf,17,1,0,1,1
ODP 160-973C,ODP,160,973,C,Mediterranean Sea - Eastern Basin,18.9481,35.7804,"Apr 29, 1995","Apr 29, 1995",3695.4,1,9.5,9.5,488.5,102.4210526,Pleistocene,nannofossil clay,9.5,,,http://www-odp.tamu.edu/publications/160_IR/VOLUME/CHAPTERS/ir160_14.pdf,17,1,0,1,1
ODP 160-973D,ODP,160,973,D,Mediterranean Sea - Eastern Basin,18.9482,35.7803,"Apr 29, 1995","May 1, 1995",3694,9,152.6,75,256.49,85.50666667,NA,gypsiferous silty clay,152.6,,,http://www-odp.tamu.edu/publications/160_IR/VOLUME/CHAPTERS/ir160_14.pdf,17,1,0,1,1
ODP 160-973E,ODP,160,973,E,Mediterranean Sea - Eastern Basin,18.948,35.7804,"May 1, 1995","May 1, 1995",3693.8,2,32,19,9.78,104.2631579,Pleistocene,nannofossil clay,32,,,http://www-odp.tamu.edu/publications/160_IR/VOLUME/CHAPTERS/ir160_14.pdf,17,1,0,1,1
ODP 161-974A,ODP,161,974,A,Tyrrhenian Sea,12.1418,40.3561,"May 7, 1995","May 7, 1995",3458.8,1,14.5,9.5,264.42,103.2631579,Pleistocene,Silty clay,9.5,,,http://www-odp.tamu.edu/publications/161_IR/VOLUME/CHAPTERS/ir161_04.pdf,22,1,0,1,1
ODP 161-974B,ODP,161,974,B,Tyrrhenian Sea,12.1419,40.356,"May 7, 1995","May 8, 1995",3453.9,22,203.7,203.7,261.83,102.2238586,Miocene,sand,203.7,,,http://www-odp.tamu.edu/publications/161_IR/VOLUME/CHAPTERS/ir161_04.pdf,22,1,0,1,1
ODP 161-974C,ODP,161,974,C,Tyrrhenian Sea,12.1422,40.3558,"May 8, 1995","May 10, 1995",3453.3,22,204.5,204.5,271.75,97.72616137,Miocene,sand,204.5,,,http://www-odp.tamu.edu/publications/161_IR/VOLUME/CHAPTERS/ir161_04.pdf,22,1,0,1,1
ODP 161-974D,ODP,161,974,D,Tyrrhenian Sea,12.1422,40.356,"May 10, 1995","May 11, 1995",3454,18,163,163,180.16,104.595092,early Pliocene,clay,163,,,http://www-odp.tamu.edu/publications/161_IR/VOLUME/CHAPTERS/ir161_04.pdf,22,1,0,1,1
ODP 161-975A,ODP,161,975,A,Mediterranean Sea - Western Basin,4.50978,38.8966,"May 14, 1995","May 14, 1995",2416.7,1,9.5,9.5,458.26,104.4210526,Pleistocene,clay,9.5,,,http://www-odp.tamu.edu/publications/161_IR/VOLUME/CHAPTERS/ir161_05.pdf,,1,0,0,1
ODP 161-975B,ODP,161,975,B,Mediterranean Sea - Western Basin,4.50993,38.8964,"May 14, 1995","May 16, 1995",2415.5,34,317.1,317.1,296,94.28571429,late Miocene,gypsum,317.1,,,http://www-odp.tamu.edu/publications/161_IR/VOLUME/CHAPTERS/ir161_05.pdf,26,1,0,1,1
ODP 161-975C,ODP,161,975,C,Mediterranean Sea - Western Basin,4.50993,38.8966,"May 16, 1995","May 18, 1995",2415.1,34,313.7,313.7,115.22,98.07459356,Miocene,gypsum,313.7,,,http://www-odp.tamu.edu/publications/161_IR/VOLUME/CHAPTERS/ir161_05.pdf,,1,0,0,1
ODP 161-975D,ODP,161,975,D,Mediterranean Sea - Western Basin,4.51008,38.8967,"May 18, 1995","May 19, 1995",2415.1,16,149.9,149.9,553.42,104.7565043,Pliocene,clay,149.9,,,http://www-odp.tamu.edu/publications/161_IR/VOLUME/CHAPTERS/ir161_05.pdf,,1,0,0,1
ODP 162-980A,ODP,162,980,A,North Atlantic Ocean,-14.7022,55.4848,"Jul 10, 1995","Jul 11, 1995",2172.2,12,113.9,113.9,9.59,103.2660228,early Pleistocene,alternating nannofossil ooze and dark gray clay with nannofossils,113.9,,,http://www-odp.tamu.edu/publications/162_IR/VOLUME/CHAPTERS/ir162_03.pdf,25,1,0,1,1
ODP 162-980B,ODP,162,980,B,North Atlantic Ocean,-14.7023,55.4849,"Jul 11, 1995","Jul 11, 1995",2168.4,13,118.2,118.2,16.02,103.6209814,early Pleistocene,alternating nannofossil ooze and dark gray clay with nannofossils,118.2,,,http://www-odp.tamu.edu/publications/162_IR/VOLUME/CHAPTERS/ir162_03.pdf,25,1,0,1,0
ODP 162-980C,ODP,162,980,C,North Atlantic Ocean,-14.7021,55.4851,"Jul 11, 1995","Jul 11, 1995",2168,14,121.6,121.6,73.96,104.1200658,early Pleistocene,alternating nannofossil ooze and dark gray clay with nannofossils,121.6,,,http://www-odp.tamu.edu/publications/162_IR/VOLUME/CHAPTERS/ir162_03.pdf,25,1,0,1,0
ODP 162-981A,ODP,162,981,A,North Atlantic Ocean,-14.6509,55.4772,"Jul 11, 1995","Jul 13, 1995",2173.1,34,320,320,105.01,102.346875,early Pliocene,homogenous nannofossil ooze color changes,320,,,http://www-odp.tamu.edu/publications/162_IR/VOLUME/CHAPTERS/ir162_03.pdf,26,1,0,1,1
ODP 162-981B,ODP,162,981,B,North Atlantic Ocean,-14.6508,55.4774,"Jul 13, 1995","Jul 13, 1995",2173.1,24,220.9,220.9,58.56,102.8927116,early Pliocene,homogenous nannofossil ooze,220.9,,,http://www-odp.tamu.edu/publications/162_IR/VOLUME/CHAPTERS/ir162_03.pdf,26,1,0,1,0
ODP 162-981C,ODP,162,981,C,North Atlantic Ocean,-14.6508,55.4774,"Jul 13, 1995","Jul 15, 1995",2171.8,30,281.2,281.2,1.04,104.4843528,early Pliocene,homogenous nannofossil ooze,281.2,,,http://www-odp.tamu.edu/publications/162_IR/VOLUME/CHAPTERS/ir162_03.pdf,26,1,0,1,0
ODP 162-982A,ODP,162,982,A,North Atlantic Ocean,-15.8667,57.5165,"Jul 15, 1995","Jul 16, 1995",1135.3,27,248.7,248.7,52.62,101.8214717,late Miocene,"nannofossil ooze, partly with clay, chalk in the lower part",248.7,,,http://www-odp.tamu.edu/publications/162_IR/VOLUME/CHAPTERS/ir162_04.pdf,24,1,0,1,1
ODP 162-982B,ODP,162,982,B,North Atlantic Ocean,-15.8666,57.5167,"Jul 16, 1995","Jul 19, 1995",1134,65,614.9,614.9,45.7,79.443812,early Miocene,"nannofossil ooze, partly with clay, chalk in the lower part",614.9,,,http://www-odp.tamu.edu/publications/162_IR/VOLUME/CHAPTERS/ir162_04.pdf,24,1,0,1,1
ODP 162-982C,ODP,162,982,C,North Atlantic Ocean,-15.8665,57.5168,"Jul 19, 1995","Jul 19, 1995",1133.7,27,250.8,250.8,37.29,102.26874,late Miocene,"nannofossil ooze, partly with clay, chalk in the lower part",250.8,,,http://www-odp.tamu.edu/publications/162_IR/VOLUME/CHAPTERS/ir162_04.pdf,24,1,0,1,1
ODP 162-982D,ODP,162,982,D,North Atlantic Ocean,-15.8665,57.5168,"Jul 19, 1995","Jul 19, 1995",1133.7,1,29.5,9.5,6.94,102.9473684,Pleistocene,"nannofossil ooze alternating with nannofossil clays, silty clays",29.5,,,http://www-odp.tamu.edu/publications/162_IR/VOLUME/CHAPTERS/ir162_04.pdf,24,1,0,1,1
ODP 163-988A,ODP,163,988,A,North Atlantic Ocean,-34.871,65.7043,"Sep 8, 1995","Sep 10, 1995",262.6,5,32,32,162.29,29.96875,Quaternary,"rounded cobbles of continentally derived igneous and metamorphic rocks, probably ice rafted",10,,,http://www-odp.tamu.edu/publications/163_IR/VOLUME/CHAPTERS/ir163_03.pdf,,0,0,0,0
ODP 163-989A,ODP,163,989,A,North Atlantic Ocean,-39.9019,63.5226,N/A,"Sep 17, 1995",459.5,3,21.4,21.4,164.96,74.85981308,Quaternary,"rounded cobbles of continentally derived igneous and metamorphic rocks, probably ice rafted",3,,,http://www-odp.tamu.edu/publications/163_IR/VOLUME/CHAPTERS/ir163_04.pdf,,1,0,0,0
ODP 163-989B,ODP,163,989,B,North Atlantic Ocean,-39.9018,63.5226,"Sep 17, 1995","Sep 20, 1995",459.5,14,84.2,80.2,440.88,92.21945137,Quaternary,"rounded cobbles of continentally derived igneous and metamorphic rocks, probably ice rafted",4,,,http://www-odp.tamu.edu/publications/163_IR/VOLUME/CHAPTERS/ir163_04.pdf,,1,0,0,0
ODP 163-990A,ODP,163,990,A,North Atlantic Ocean,-39.7801,63.4729,"Sep 20, 1995","Oct 1, 1995",541.5,24,342.7,180.7,287.88,58.1128943,Eocene,conglomerate and volcaniclastic breccia,202.3,,,http://www-odp.tamu.edu/publications/163_IR/VOLUME/CHAPTERS/ir163_05.pdf,,1,0,0,0
ODP 164-991A,ODP,164,991,A,North Atlantic Ocean,-75.93,32.9836,"Nov 5, 1995","Nov 5, 1995",2567.5,6,56.6,56.6,534.83,103.4628975,late Miocene,"dark olive gray nannofossilrich clay, nannofossil-bearing clay in lower part",57.16,,,http://www-odp.tamu.edu/publications/164_IR/VOLUME/CHAPTERS/ir164_05.pdf,17,1,0,1,1
ODP 164-991B,ODP,164,991,B,North Atlantic Ocean,-75.9299,32.9836,"Nov 5, 1995","Nov 5, 1995",2567.5,2,51,2,398,52,NA,,N/A,,,http://www-odp.tamu.edu/publications/164_IR/VOLUME/CHAPTERS/ir164_05.pdf,,1,0,0,1
ODP 164-992A,ODP,164,992,A,North Atlantic Ocean,-75.916,32.9757,"Nov 5, 1995","Nov 6, 1995",2586.9,6,50.3,50.3,129.12,104.612326,late Miocene,dark greenish gray diatom-rich nannofossil clay,50.75,,,http://www-odp.tamu.edu/publications/164_IR/VOLUME/CHAPTERS/ir164_05.pdf,17,1,0,1,1
ODP 164-993A,ODP,164,993,A,North Atlantic Ocean,-75.8948,32.963,"Nov 6, 1995","Nov 7, 1995",2641.8,6,51.9,51.9,187.44,88.0539499,late Miocene,dark greenish gray nannofossil clay,47.27,,,http://www-odp.tamu.edu/publications/164_IR/VOLUME/CHAPTERS/ir164_05.pdf,17,1,0,1,1
ODP 164-994A,ODP,164,994,A,North Atlantic Ocean,-75.5459,31.7857,"Nov 7, 1995","Nov 7, 1995",2797.6,4,36.4,36.4,378.06,102.445055,late Pliocene,greenish gray nannofossil-rich clay and nannofossil clay,36.4,,,http://www-odp.tamu.edu/publications/164_IR/VOLUME/CHAPTERS/ir164_06.pdf,,1,0,0,1
ODP 164-994B,ODP,164,994,B,North Atlantic Ocean,-75.5457,31.7857,"Nov 8, 1995","Nov 8, 1995",2797.6,1,6.9,6.9,0,100.5797101,late Pleistocene,gray nannofossil-rich clay and nannofossil clay,6.9,,,http://www-odp.tamu.edu/publications/164_IR/VOLUME/CHAPTERS/ir164_06.pdf,,1,0,0,0
ODP 164-994C,ODP,164,994,C,North Atlantic Ocean,-75.5459,31.7857,"Nov 8, 1995","Nov 15, 1995",2799.1,84,703.5,703.5,117.49,71.28216063,late Miocene,dark greenish gray diatombearing nannofossil-rich clay,703.5,,,http://www-odp.tamu.edu/publications/164_IR/VOLUME/CHAPTERS/ir164_06.pdf,,1,0,0,1
ODP 164-994D,ODP,164,994,D,North Atlantic Ocean,-75.5458,31.7857,"Nov 15, 1995","Nov 20, 1995",2799.1,9,415,86.2,149.58,80.54524362,NA,,N/A,,,http://www-odp.tamu.edu/publications/164_IR/VOLUME/CHAPTERS/ir164_06.pdf,,1,0,0,0
ODP 164-995A,ODP,164,995,A,North Atlantic Ocean,-75.5224,31.8035,"Nov 20, 1995","Nov 26, 1995",2778.5,83,704.5,704.5,49.45,67.95031938,late Miocene,dark greenish gray diatom-bearing nannofossil-rich clay and claystone,704.6,,,http://www-odp.tamu.edu/publications/164_IR/VOLUME/CHAPTERS/ir164_07.pdf,14,1,0,1,1
ODP 164-995B,ODP,164,995,B,North Atlantic Ocean,-75.5223,31.8036,"Nov 26, 1995","Dec 3, 1995",2776.9,15,456.3,104.4,107.1,59.16666667,NA,,N/A,,,http://www-odp.tamu.edu/publications/164_IR/VOLUME/CHAPTERS/ir164_07.pdf,,1,0,0,0
ODP 164-996A,ODP,164,996,A,North Atlantic Ocean,-76.1909,32.4939,"Dec 3, 1995","Dec 4, 1995",2169.6,9,63,63,646.93,27.42857143,early Pleistocene,"greenish gray nannofossil-bearing and nannofossil-rich clay, both with varying amounts of foraminifers (0%äóî15%) and diatoms (0%-25%)",63,,,http://www-odp.tamu.edu/publications/164_IR/VOLUME/CHAPTERS/ir164_08.pdf,20,1,0,1,1
ODP 164-996B,ODP,164,996,B,North Atlantic Ocean,-76.1909,32.4939,"Dec 4, 1995","Dec 4, 1995",2172.7,1,3.4,3.4,182.72,100,unknown,"greenish gray nannofossilbearing and nannofossil-rich clay, both with varying amounts of foraminifers (0%-15%) and diatoms (0%-25%); carbonate concretions",3.4,,,http://www-odp.tamu.edu/publications/164_IR/VOLUME/CHAPTERS/ir164_08.pdf,,1,0,0,1
ODP 164-996C,ODP,164,996,C,North Atlantic Ocean,-76.1909,32.494,"Dec 4, 1995","Dec 5, 1995",2170.7,2,2.6,2.6,6.55,100.3846154,unknown,"greenish gray nannofossilbearing and nannofossil-rich clay, both with varying amounts of foraminifers (0%-15%) and diatoms (0%-25%); carbonate concretions",2.6,,,http://www-odp.tamu.edu/publications/164_IR/VOLUME/CHAPTERS/ir164_08.pdf,,1,0,0,1
ODP 164-996D,ODP,164,996,D,North Atlantic Ocean,-76.1913,32.4939,"Dec 5, 1995","Dec 5, 1995",2169.6,7,52.2,52.2,7.6,29.8467433,early Pleistocene,"greenish gray nannofossil-bearing and nannofossil-rich clay, both with varying amounts of foraminifers (0%äóî15%) and diatoms (0%-25%); carbonate concretions",22.6,,,http://www-odp.tamu.edu/publications/164_IR/VOLUME/CHAPTERS/ir164_08.pdf,,1,0,0,1
ODP 164-996E,ODP,164,996,E,North Atlantic Ocean,-76.1905,32.4939,"Dec 5, 1995","Dec 6, 1995",2170,8,62.3,62.3,6.65,71.41252006,early Pleistocene,"greenish gray nannofossil-bearing and nannofossil-rich clay, both with varying amounts of foraminifers (0%-15%) and diatoms (0%-25%); carbonate concretions",62.3,,,http://www-odp.tamu.edu/publications/164_IR/VOLUME/CHAPTERS/ir164_08.pdf,20,1,0,1,1
ODP 164-997A,ODP,164,997,A,North Atlantic Ocean,-75.4686,31.8431,"Dec 6, 1995","Dec 10, 1995",2770.1,55,434.3,434.3,198.42,78.89937831,late Pleistocene,dark greenish gray diatom-bearing nannofossil-bearing clay and claystone,434.3,,,http://www-odp.tamu.edu/publications/164_IR/VOLUME/CHAPTERS/ir164_09.pdf,15,1,0,1,1
ODP 164-997B,ODP,164,997,B,North Atlantic Ocean,-75.4685,31.8433,"Dec 10, 1995","Dec 17, 1995",2770.1,47,750,364.6,503.27,66.57981349,late Miocene,dark greenish gray diatom-bearing nannofossil-bearing clay and claystone,750.7,,,http://www-odp.tamu.edu/publications/164_IR/VOLUME/CHAPTERS/ir164_09.pdf,15,1,0,1,1
ODP 166-1003A,ODP,166,1003,A,North Atlantic Ocean,-79.2607,24.5458,"Feb 23, 1996","Feb 24, 1996",481.4,27,245.7,245.7,269.74,52.55189255,early Pliocene,"Bioturbated, partially lithified wackestones with skeletal debris, slightly dolomitized in upper part decreasing downhole",N/A,,,http://www-odp.tamu.edu/publications/166IR/CHAP_06.PDF,17,1,0,1,1
ODP 166-1003B,ODP,166,1003,B,North Atlantic Ocean,-79.2608,24.546,"Feb 24, 1996","Feb 23, 1996",483.3,57,541.6,541.6,131.26,34.60856721,early Pliocene,"Bioturbated, partially lithified wackestones with skeletal debris, slightly dolomitized in upper part decreasing downhole",N/A,,,http://www-odp.tamu.edu/publications/166IR/CHAP_06.PDF,17,1,0,1,1
ODP 166-1003C,ODP,166,1003,C,North Atlantic Ocean,-79.2608,24.5461,"Feb 26, 1996","Mar 6, 1996",483.3,88,1300,845.8,86.89,44.69851029,early Miocene,"Gray to greenish gray wackestones with minor, thin beds of black to dark gray siltstones",N/A,,,http://www-odp.tamu.edu/publications/166IR/CHAP_06.PDF,17,1,0,1,1
ODP 166-1003D,ODP,166,1003,D,North Atlantic Ocean,-79.2607,24.546,"Mar 20, 1996","Mar 24, 1996",494.5,1,0,0,137.1,N/A,NA,,N/A,,,http://www-odp.tamu.edu/publications/166IR/CHAP_06.PDF,17,1,0,1,1
ODP 166-1004A,ODP,166,1004,A,North Atlantic Ocean,-79.2492,24.5547,"Mar 6, 1996","Mar 7, 1996",418.9,23,200,200,107.97,58.745,early Pliocene,Unlithified to partially lithified wackestones and mudstones with intercalations of coarser grained packstones and floatstones,200,,,http://www-odp.tamu.edu/publications/166IR/CHAP_07.PDF,7,1,1,1,1
ODP 166-1005A,ODP,166,1005,A,North Atlantic Ocean,-79.2357,24.5629,"Mar 7, 1996","Mar 10, 1996",350.7,53,462.4,462.4,73.96,32.34861592,late Miocene,Partially dolomitized foraminifer wackestones with moderate to heavy bioturbation,462.4,,,http://www-odp.tamu.edu/publications/166IR/CHAP_08.PDF,14,1,1,1,1
ODP 166-1005B,ODP,166,1005,B,North Atlantic Ocean,-79.2357,24.5628,"Mar 10, 1996","Mar 11, 1996",351.7,9,61.7,61.7,404.35,80.1458671,Quaternary,Unlithified to partially lithified peloidal wackestones,61.7,,,http://www-odp.tamu.edu/publications/166IR/CHAP_08.PDF,14,1,1,1,1
ODP 166-1005C,ODP,166,1005,C,North Atlantic Ocean,-79.2357,24.5626,"Mar 11, 1996","Mar 15, 1996",351.6,34,700,313.4,224.69,34.17358009,late Miocene,Foraminifer wackestones that are heavily dolomitized and bioturbated,700,,,http://www-odp.tamu.edu/publications/166IR/CHAP_08.PDF,14,1,1,1,1
ODP 166-1006A,ODP,166,1006,A,North Atlantic Ocean,-79.459,24.3998,"Mar 15, 1996","Mar 19, 1996",657.9,77,717.3,717.3,19.53,90.18959989,middle Miocene,Alternating light greenish gray to olive and light gray nannofossil chalk with foraminifers,717.3,,,http://www-odp.tamu.edu/publications/166IR/CHAP_09.PDF,14,1,0,1,1
ODP 166-1006B,ODP,166,1006,B,North Atlantic Ocean,-79.4592,24.3998,"Mar 19, 1996","Mar 19, 1996",657.5,19,176.5,176.5,0,103.5240793,early Pliocene,"White, light gray, and pale yellow nannofossil ooze and chalk",176.5,,,http://www-odp.tamu.edu/publications/166IR/CHAP_09.PDF,14,1,0,1,1
ODP 166-1006C,ODP,166,1006,C,North Atlantic Ocean,-79.4593,24.3999,"Mar 19, 1996","Mar 19, 1996",658.4,1,6.6,6.6,139.12,99.24242424,Pleistocene,Nannofossil ooze,6.6,,,http://www-odp.tamu.edu/publications/166IR/CHAP_09.PDF,14,1,0,1,1
ODP 166-1006D,ODP,166,1006,D,North Atlantic Ocean,-79.4593,24.3999,"Mar 19, 1996","Mar 20, 1996",657.4,1,7.6,7.6,81.32,100,Pleistocene,Nannofossil ooze,7.6,,,http://www-odp.tamu.edu/publications/166IR/CHAP_09.PDF,14,1,0,1,1
